ID,Name,Line ID
1,Belsize Park,1
2,Chalk Farm,1
3,Camden Town,1
4,Morington Crescent,1
5,Euston,1
6,Euston Square,1
7,Warren Street,1
8,Tottenham Court Road,1
9,Russel Square,2
10,Kings Cross & St Pancras,2
11,Barbican,3
12,Moorgate,3
13,Old Street,1
14,Angel,1
15,Farringdon,3
16,Caledonian Road,2
17,Holloway Road,2
18,Goodge Street,1
